Date,Place,IMO number,Ship Name,Callsign,MMSI,Flag,Deficiencies,Detention,Ship Risk Profile
12.01.2019,"Kota Kinabalu, Sabah (Malaysia)",9416800,WINTER,V7QA7,538003324,Marshall Islands,0,no,Standard Risk Ship
12.01.2019,"Lahad Datu, Sabah (Malaysia)",9186716,VIRGO,T2SM4,572749210,Tuvalu,0,no,Standard Risk Ship
11.01.2019,Lumut (Malaysia),8420804,BERGE STAHL,2EZE5,235089333,Isle of Man (GB),3,no,Low Risk Ship
11.01.2019,Kuantan (Malaysia),9458444,HUANGHAI DEVELOPER,VRLU2,477486500,"Hong Kong, China",0,no,Standard Risk Ship
11.01.2019,Port Kelang (Malaysia),9326407,WAN HAI 507,9VJJ5,565536000,Singapore,0,no,Low Risk Ship
11.01.2019,Port Kelang (Malaysia),9353670,GOLDEN DESTINY,V7FP7,538005636,Marshall Islands,4,no,High Risk Ship
10.01.2019,"Pasir Gudang, Johor (Malaysia)",8883408,BATAMFAST 6,YB3443,525023092,Indonesia,0,no,High Risk Ship
10.01.2019,"Kota Kinabalu, Sabah (Malaysia)",9679036,THOR MODI,C6BI4,311000271,Bahamas,5,no,Standard Risk Ship
10.01.2019,Port Kelang (Malaysia),9248681,WAN HAI 311,S6AS5,563485000,Singapore,0,no,High Risk Ship
10.01.2019,Penang (Malaysia),9444974,SINAR SUBANG,3ESP9,370390000,Panama,0,no,Standard Risk Ship
10.01.2019,Lumut (Malaysia),9462811,ALPHA DIGNITY,9HA2708,215350000,Malta,1,no,Standard Risk Ship
10.01.2019,"Kuching, Sarawak (Malaysia)",9462990,SIDRA MESSAIED,A8PQ2,636013811,Liberia,0,no,High Risk Ship
09.01.2019,Kuala Terengganu (Malaysia),8781416,JIA SHENG 218,V3YQ,312874000,Belize,31,yes,Standard Risk Ship
09.01.2019,"Bintulu, Sarawak (Malaysia)",9531727,QIAN TAI 1,D5HD6,636016653,Liberia,0,no,Standard Risk Ship
09.01.2019,"Bintulu, Sarawak (Malaysia)",9117856,DORIS,3FST3,354568000,Panama,3,no,High Risk Ship
09.01.2019,"Lahad Datu, Sabah (Malaysia)",9556741,KAPPA SEA,VRKT5,477938400,"Hong Kong, China",0,no,Low Risk Ship
09.01.2019,"Bintulu, Sarawak (Malaysia)",9117856,DORIS,3FST3,354568000,Panama,5,no,
09.01.2019,"Bintulu, Sarawak (Malaysia)",9528017,ORCHARD BULKER,9V7781,564638000,Singapore,0,no,Standard Risk Ship
09.01.2019,"Bintulu, Sarawak (Malaysia)",9294276,CHEMBULK ULSAN,V7OT6,538006587,Marshall Islands,0,no,Low Risk Ship
08.01.2019,"Kota Kinabalu, Sabah (Malaysia)",9316957,HTK SUNRISE,XVKF9,574003180,Vietnam,2,no,High Risk Ship
08.01.2019,"Kota Kinabalu, Sabah (Malaysia)",9316957,HTK SUNRISE,XVKF9,574003180,Vietnam,1,no,
08.01.2019,"Pasir Gudang, Johor (Malaysia)",8982864,FALCON 3,YB3227,525012034,Indonesia,7,no,High Risk Ship
08.01.2019,Langkawi (Malaysia),9573854,FURNESS ST KILDA,3FGJ2,353183000,Panama,1,no,Standard Risk Ship
08.01.2019,"Tawau, Sabah (Malaysia)",9402811,OCEAN PREMIER,9VDL3,566378000,Singapore,0,no,Low Risk Ship
08.01.2019,Tanjung Pelepas (Malaysia),9118381,JUBILEE STAR,HSB5122,567509000,Thailand,1,no,Low Risk Ship
08.01.2019,"Kuching, Sarawak (Malaysia)",9296286,KOTA RAJIN,S6BH6,563625000,Singapore,0,no,Standard Risk Ship
08.01.2019,Port Kelang (Malaysia),9835941,VILLA DESTE,D5OR2,636018214,Liberia,0,no,High Risk Ship
08.01.2019,Port Kelang (Malaysia),9464792,KARIMU,5BBV3,209203000,Cyprus,0,no,Standard Risk Ship
07.01.2019,Tanjung Pelepas (Malaysia),9534042,CHANG BAI SAN,9V8387,566430000,Singapore,0,no,Low Risk Ship
07.01.2019,"Kota Kinabalu, Sabah (Malaysia)",9169330,AQUATA,V7EK7,538005485,Marshall Islands,0,no,Standard Risk Ship
07.01.2019,"Lahad Datu, Sabah (Malaysia)",9446257,CHEMITEC,VREB4,477081300,"Hong Kong, China",0,no,Standard Risk Ship
07.01.2019,"Lahad Datu, Sabah (Malaysia)",9436769,FRIEDERIKE,V7WQ9,538004370,Marshall Islands,0,no,Standard Risk Ship
07.01.2019,"Lahad Datu, Sabah (Malaysia)",9272199,CHAMPION CONTEST,LAEN8,257033170,Norway,0,no,Low Risk Ship
07.01.2019,Port Kelang (Malaysia),9402964,JW JEWEL,9V2490,564218000,Singapore,6,no,High Risk Ship
07.01.2019,"Lahad Datu, Sabah (Malaysia)",9446257,CHEMITEC,VREB4,477081300,"Hong Kong, China",2,no,
07.01.2019,Port Kelang (Malaysia),9478121,DAEWOO DIAMOND,3FRC,353641000,Panama,2,no,Standard Risk Ship
07.01.2019,Port Kelang (Malaysia),9337303,VINALINES GLORY,XVQK,574475000,Vietnam,0,no,High Risk Ship
07.01.2019,"Bintulu, Sarawak (Malaysia)",9435806,THERESA AQUARIUS,9V9871,566426000,Singapore,0,no,Low Risk Ship
07.01.2019,"Pasir Gudang, Johor (Malaysia)",0,ALLYA EXPRESS 1,YB3216,525019218,Indonesia,5,no,
07.01.2019,Port Kelang (Malaysia),9490698,GENCO BRITTANY,V7FR4,538002668,Marshall Islands,0,no,Low Risk Ship
04.01.2019,"Kuching, Sarawak (Malaysia)",9318254,ASIATIC JADE,9V3926,565637000,Singapore,0,no,Standard Risk Ship
04.01.2019,Penang (Malaysia),9361457,AULAC VISION,3WVT9,574002830,Vietnam,0,no,Standard Risk Ship
03.01.2019,Penang (Malaysia),9181754,CHERRY VESTA,9V9535,563055800,Singapore,2,no,High Risk Ship
03.01.2019,Penang (Malaysia),9130511,EVER ALLY,3FTK6,353027000,Panama,0,no,Low Risk Ship
03.01.2019,Penang (Malaysia),9249207,EVER PEACE,H9VC,354194000,Panama,0,no,Low Risk Ship
03.01.2019,"Lahad Datu, Sabah (Malaysia)",9115406,FU QIANG,V3YG,312374000,Belize,0,no,Standard Risk Ship
03.01.2019,"Lahad Datu, Sabah (Malaysia)",9124055,THERESA DUA,T2SH4,572745210,Tuvalu,0,no,Standard Risk Ship
03.01.2019,"Lahad Datu, Sabah (Malaysia)",9416408,TENACITY,D5DN7,636015928,Liberia,0,no,Low Risk Ship
03.01.2019,Port Kelang (Malaysia),9296872,MTM LONDON,9V9577,566199000,Singapore,0,no,Low Risk Ship
03.01.2019,Port Kelang (Malaysia),9457660,WAN HAI 517,9V7583,566942000,Singapore,0,no,Low Risk Ship
03.01.2019,Lumut (Malaysia),9628893,EVERGLORY,VRJX9,477902800,"Hong Kong, China",0,no,Low Risk Ship
02.01.2019,"Pasir Gudang, Johor (Malaysia)",8784107,MARINA EXPRESS 10,YB3334,525015041,Indonesia,0,no,High Risk Ship
02.01.2019,"Pasir Gudang, Johor (Malaysia)",8524351,INDO MASTER 3,YB3401,525011013,Indonesia,6,no,
31.12.2018,Kukup (Malaysia),9032410,TRANS NUSANTARA,JZMA,525200030,Indonesia,2,no,High Risk Ship
31.12.2018,"Bintulu, Sarawak (Malaysia)",9717254,BELLE ETOILE,3ENV6,356339000,Panama,0,no,Standard Risk Ship
31.12.2018,"Bintulu, Sarawak (Malaysia)",9640401,ARAWANA,T2ZF4,572911210,Tuvalu,1,no,High Risk Ship
31.12.2018,"Bintulu, Sarawak (Malaysia)",9640401,ARAWANA,T2ZF4,572911210,Tuvalu,4,no,
31.12.2018,"Bintulu, Sarawak (Malaysia)",9139995,HONG KAI,3FYP6,352519000,Panama,3,no,High Risk Ship
30.12.2018,"Pasir Gudang, Johor (Malaysia)",9487249,BANI YAS,A8XN7,636014942,Liberia,0,no,Standard Risk Ship
29.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9445667,DESERT OAK,V7PL6,538005560,Marshall Islands,0,no,Standard Risk Ship
29.12.2018,Sarikei (Malaysia),9282778,ESTIA,3EZG3,352800000,Panama,1,no,High Risk Ship
28.12.2018,"Kuching, Sarawak (Malaysia)",8717934,SENNA 4,HSB4532,567413000,Thailand,1,no,Low Risk Ship
28.12.2018,Sarikei (Malaysia),9358802,INTAN PREMIER,9V8126,564198000,Singapore,1,no,Low Risk Ship
28.12.2018,Penang (Malaysia),9450583,YM OAKLAND,VREZ5,477192900,"Hong Kong, China",0,no,Low Risk Ship
28.12.2018,Penang (Malaysia),9517135,PHUONG DONG 10,3WHZ,574001210,Vietnam,2,no,Standard Risk Ship
28.12.2018,"Bintulu, Sarawak (Malaysia)",9628697,CSC ZHI HAI,VRKO5,477182900,"Hong Kong, China",0,no,Low Risk Ship
28.12.2018,"Bintulu, Sarawak (Malaysia)",9123659,MELATI SATU,T2MF4,572623210,Tuvalu,0,no,Standard Risk Ship
28.12.2018,"Bintulu, Sarawak (Malaysia)",9460459,SONGA DIAMOND,V7PS4,538003277,Marshall Islands,0,no,High Risk Ship
28.12.2018,"Bintulu, Sarawak (Malaysia)",9460459,SONGA DIAMOND,V7PS4,538003277,Marshall Islands,4,no,
27.12.2018,"Pasir Gudang, Johor (Malaysia)",0,ALLYA EXPRESS 1,YB3216,525019218,Indonesia,5,no,
27.12.2018,Penang (Malaysia),9664160,NEW AUDACITY,3EWE9,352566000,Panama,0,no,Standard Risk Ship
27.12.2018,Penang (Malaysia),9664160,NEW AUDACITY,3EWE9,352566000,Panama,7,no,
27.12.2018,Lumut (Malaysia),9532525,PACIFIC WARRIOR,VROZ4,477178500,"Hong Kong, China",2,no,Low Risk Ship
26.12.2018,Port Kelang (Malaysia),9354868,STAR MARIELLA,V7KK3,538002632,Marshall Islands,0,no,High Risk Ship
26.12.2018,Lumut (Malaysia),9165516,CAPE OSPREY,2JCB5,235114657,United Kingdom,1,no,High Risk Ship
24.12.2018,Tanjung Pelepas (Malaysia),9235244,NEW GLOBAL,V7A2122,538008237,Marshall Islands,6,no,Low Risk Ship
24.12.2018,Kuantan (Malaysia),9558127,PHU DAT 168,3WHQ9,574000430,Vietnam,17,no,
24.12.2018,Kuantan (Malaysia),9487598,RYOGA,3FEP7,352154000,Panama,0,no,High Risk Ship
24.12.2018,Penang (Malaysia),9484417,COSCO WELLINGTON,VRME3,477004600,"Hong Kong, China",0,no,Low Risk Ship
24.12.2018,"Kuching, Sarawak (Malaysia)",9370991,JANESIA ASPHALT IV,9V3383,566376000,Singapore,0,no,Low Risk Ship
24.12.2018,"Bintulu, Sarawak (Malaysia)",9340477,OCTADEN,DYPZ,548765000,Philippines,0,no,High Risk Ship
24.12.2018,Port Kelang (Malaysia),9103178,CHANG MIN,3FMB4,353911000,Panama,2,no,High Risk Ship
24.12.2018,Port Kelang (Malaysia),8662737,AWANA SALVAGE,JVTT6,457580000,Mongolia,10,no,
21.12.2018,Port Kelang (Malaysia),9284893,NAVIOS ALEGRIA,H9GP,352892000,Panama,3,no,High Risk Ship
20.12.2018,"Lahad Datu, Sabah (Malaysia)",9401398,GLOBAL SATURN,3FOR4,357598000,Panama,0,no,High Risk Ship
20.12.2018,"Lahad Datu, Sabah (Malaysia)",9401398,GLOBAL SATURN,3FOR4,357598000,Panama,15,no,
20.12.2018,"Bintulu, Sarawak (Malaysia)",9543249,YANGTZE PIONEER,9V9147,565255000,Singapore,0,no,High Risk Ship
20.12.2018,"Bintulu, Sarawak (Malaysia)",9737711,NAUTICAL GEORGIA,D5NV4,636018023,Liberia,0,no,High Risk Ship
20.12.2018,"Bintulu, Sarawak (Malaysia)",9737711,NAUTICAL GEORGIA,D5NV4,636018023,Liberia,5,no,
20.12.2018,"Bintulu, Sarawak (Malaysia)",9139995,HONG KAI,3FYP6,352519000,Panama,10,no,
20.12.2018,Port Kelang (Malaysia),9274006,CONCORD,S6AG6,563556000,Singapore,0,no,Low Risk Ship
20.12.2018,Penang (Malaysia),9474553,ANNE,VRGB9,477691800,"Hong Kong, China",0,no,Low Risk Ship
19.12.2018,Port Kelang (Malaysia),9147916,VIET TIN LUCKY,XVAN,574937000,Vietnam,4,no,High Risk Ship
19.12.2018,Penang (Malaysia),9325051,PANAMAX NOSTOS,5BNE4,212619000,Cyprus,0,no,Standard Risk Ship
19.12.2018,Port Kelang (Malaysia),8662737,AWANA SALVAGE,JVTT6,457580000,Mongolia,10,no,Standard Risk Ship
19.12.2018,"Lahad Datu, Sabah (Malaysia)",9719771,NAVIG8 AXINITE,V7GX4,538005778,Marshall Islands,0,no,Low Risk Ship
18.12.2018,"Lahad Datu, Sabah (Malaysia)",8611752,SHENG HO,BNJG,416357000,"Taiwan, Province of China",0,no,Standard Risk Ship
18.12.2018,Port Kelang (Malaysia),9564102,HAI HA 58,3WCG9,574000960,Vietnam,4,no,Standard Risk Ship
18.12.2018,Port Kelang (Malaysia),9390240,KOTA NAZIM,9VEY4,565688000,Singapore,1,no,Low Risk Ship
18.12.2018,"Kuching, Sarawak (Malaysia)",9823730,MCC CEBU,3EZV,372932000,Panama,3,no,Standard Risk Ship
18.12.2018,Kuantan (Malaysia),9163489,JUN BENEFIT,3FYB7,351793000,Panama,2,no,High Risk Ship
18.12.2018,"Kuching, Sarawak (Malaysia)",9242601,CONMAR LAKE,V2OE8,304428000,Antigua and Barbuda,1,no,Low Risk Ship
18.12.2018,Penang (Malaysia),9213583,E. R. FELIXSTOWE,D5OT9,636018235,Liberia,0,no,Standard Risk Ship
18.12.2018,Penang (Malaysia),9497426,RHL NOVARE,A8UN6,636091918,Liberia,0,no,High Risk Ship
17.12.2018,Kuantan (Malaysia),9580455,HONG BAO SHI 3,BVEF8,414075000,China,1,no,Low Risk Ship
17.12.2018,Kuantan (Malaysia),9452567,YUAN JIAN,BOYN,413323000,China,1,no,
17.12.2018,"Kuching, Sarawak (Malaysia)",9278947,NOTO III,H8MJ,351781000,Panama,0,no,High Risk Ship
17.12.2018,"Kuching, Sarawak (Malaysia)",9278947,NOTO III,H8MJ,351781000,Panama,3,no,
17.12.2018,"Kuching, Sarawak (Malaysia)",9505388,VERITY,9VVD7,563432000,Singapore,0,no,Low Risk Ship
17.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9198379,TAN BINH 236,3FKC9,357484000,Panama,1,no,
17.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9624184,EASTERN CAPE,VRLD8,477334100,"Hong Kong, China",0,no,Low Risk Ship
16.12.2018,Tanjung Pelepas (Malaysia),9153513,CS BRILLIANCE,V7GM6,538002131,Marshall Islands,0,no,Low Risk Ship
16.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9419644,SEOUL TRADER,9HA3782,229996000,Malta,1,no,
15.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9279214,BIENDONG MARINER,3WKL,574260000,Vietnam,1,no,High Risk Ship
14.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9148805,ELINE ENTERPRISE,POCJ,525005114,Indonesia,9,no,
14.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9499022,MCC ANDALAS,YBTH2,525100468,Indonesia,0,no,High Risk Ship
14.12.2018,"Kuching, Sarawak (Malaysia)",9631723,TRUONG MINH STAR,3WST7,574003690,Vietnam,0,no,Standard Risk Ship
13.12.2018,Penang (Malaysia),9274276,CHEMBULK WELLINGTON,V7OT5,538006586,Marshall Islands,0,no,Low Risk Ship
12.12.2018,"Pasir Gudang, Johor (Malaysia)",0,CINTA INDOMAS,YB3434,525019208,Indonesia,5,no,High Risk Ship
12.12.2018,"Pasir Gudang, Johor (Malaysia)",8524789,INDOMAS 1,YB3251,525023022,Indonesia,2,no,High Risk Ship
12.12.2018,Port Kelang (Malaysia),9763980,JPS AFRODITI,3FHX8,374543000,Panama,8,no,High Risk Ship
12.12.2018,"Kuching, Sarawak (Malaysia)",9358814,INTAN GLORY,9V8127,564195000,Singapore,0,no,Low Risk Ship
12.12.2018,Lumut (Malaysia),9587166,LUCY OLDENDORFF,9HA3178,229258000,Malta,0,no,High Risk Ship
11.12.2018,"Pasir Gudang, Johor (Malaysia)",8524351,INDO MASTER 3,YB3401,525011013,Indonesia,6,no,High Risk Ship
11.12.2018,Lumut (Malaysia),9636917,MIAO XIANG,VRLY4,477243500,"Hong Kong, China",1,no,Standard Risk Ship
11.12.2018,Kuantan (Malaysia),9153331,BLUE SKY,5VFX6,671067100,Togo,1,no,
11.12.2018,Kuantan (Malaysia),9153331,BLUE SKY,5VFX6,671067100,Togo,3,no,High Risk Ship
11.12.2018,Lumut (Malaysia),9510333,ROSCO LITCHI,VRHZ9,477814200,"Hong Kong, China",0,no,Standard Risk Ship
11.12.2018,Penang (Malaysia),9223007,HOANG PHUONG LUCKY,3WFG,574144134,Vietnam,0,no,Standard Risk Ship
10.12.2018,"Pasir Gudang, Johor (Malaysia)",9369966,CERIA INDOMAS,YB3427,525015007,Indonesia,3,no,Standard Risk Ship
10.12.2018,"Pasir Gudang, Johor (Malaysia)",0,INDO BERLIAN 5,YB3248,525019129,Indonesia,7,no,High Risk Ship
10.12.2018,"Pasir Gudang, Johor (Malaysia)",0,PINTAS SAMUDERA 8,YB3504,525019378,Indonesia,6,no,High Risk Ship
10.12.2018,Sarikei (Malaysia),8691831,SOR KHEMTHONG 1,HSB6430,567001513,Thailand,2,no,Standard Risk Ship
10.12.2018,"Lahad Datu, Sabah (Malaysia)",9172272,MELATI 7,VRMZ6,477293800,"Hong Kong, China",0,no,High Risk Ship
10.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9598763,SILVER SAILING,VRIH8,477861300,"Hong Kong, China",0,no,Standard Risk Ship
10.12.2018,"Bintulu, Sarawak (Malaysia)",9103178,CHANG MIN,3FMB4,353911000,Panama,5,no,
10.12.2018,"Bintulu, Sarawak (Malaysia)",9348534,THERESA LEO,S6EN2,565205000,Singapore,0,no,Low Risk Ship
09.12.2018,Port Kelang (Malaysia),9157399,KOTA WAJAR,S6BT,564379000,Singapore,4,no,High Risk Ship
09.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9402823,OCEAN HERO,S6ES4,566333000,Singapore,0,no,Standard Risk Ship
09.12.2018,Port Kelang (Malaysia),9515606,MILLENNIUM BRIGHT,3FCN3,353290000,Panama,0,no,High Risk Ship
08.12.2018,"Bintulu, Sarawak (Malaysia)",9576997,KIRAN BOSPHORUS,9HA3609,229787000,Malta,0,no,High Risk Ship
08.12.2018,"Bintulu, Sarawak (Malaysia)",9440966,KAPTA MATHIOS,V7DZ4,538006663,Marshall Islands,0,no,High Risk Ship
07.12.2018,"Bintulu, Sarawak (Malaysia)",9070735,DALI,3ELH6,353675000,Panama,3,no,High Risk Ship
07.12.2018,Lumut (Malaysia),9165695,SEXTA,HOOK,355407000,Panama,3,no,High Risk Ship
07.12.2018,Penang (Malaysia),9511014,COREFORTUNE OL,3EFG5,371701000,Panama,0,no,Low Risk Ship
06.12.2018,"Pasir Gudang, Johor (Malaysia)",0,WIDI EXPRESS 15,YB3202,525003083,Indonesia,4,no,High Risk Ship
06.12.2018,Port Kelang (Malaysia),9501069,LINTAS BARITO,PMHK,525010154,Indonesia,15,no,
06.12.2018,Lumut (Malaysia),9358424,ENA DYNASTY,9V6756,563651000,Singapore,5,no,Standard Risk Ship
06.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9571739,PHU AN 368,3WQW,574993000,Vietnam,2,no,Standard Risk Ship
06.12.2018,"Kuching, Sarawak (Malaysia)",9418688,PHUONG NAM 1,3WQN,574470000,Vietnam,1,no,High Risk Ship
06.12.2018,Penang (Malaysia),9248693,WAN HAI 312,S6AS6,565032000,Singapore,5,no,
06.12.2018,Penang (Malaysia),9248693,WAN HAI 312,S6AS6,565032000,Singapore,0,no,Low Risk Ship
06.12.2018,Port Kelang (Malaysia),9508718,PAPORA WISDOM,3FAD2,352955000,Panama,0,no,Standard Risk Ship
05.12.2018,"Pasir Gudang, Johor (Malaysia)",0,WIDI EXPRESS 3,YB3203,525016328,Indonesia,2,no,High Risk Ship
05.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9187801,BANGPAKAEW,HSB5106,567506000,Thailand,1,no,
05.12.2018,Penang (Malaysia),9431898,HUAYANG SUNRISE,VROM7,477454300,"Hong Kong, China",2,no,
05.12.2018,Penang (Malaysia),9524798,SWERTIA,3FLY3,370666000,Panama,0,no,Standard Risk Ship
05.12.2018,Penang (Malaysia),9431898,HUAYANG SUNRISE,VROM7,477454300,"Hong Kong, China",0,no,Standard Risk Ship
05.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9427275,SUMMER,V7QA9,538003326,Marshall Islands,0,no,Standard Risk Ship
05.12.2018,Lumut (Malaysia),9173018,INLACO ACCORD,3FAK9,357136000,Panama,3,no,High Risk Ship
05.12.2018,Tanjung Pelepas (Malaysia),9205081,WINSON NO. 5,3FNF7,372147000,Panama,2,no,
05.12.2018,Kerteh (Malaysia),0,YTC 34,,0,Singapore,1,no,
05.12.2018,Port Kelang (Malaysia),9284910,STAR IRIS,V7FX8,538002041,Marshall Islands,0,no,Low Risk Ship
04.12.2018,"Pasir Gudang, Johor (Malaysia)",0,BATAM LINE,YB3270,525019116,Indonesia,5,no,High Risk Ship
04.12.2018,"Kota Kinabalu, Sabah (Malaysia)",9129366,HARMONY SOURCE,HOGU,356969000,Panama,2,no,High Risk Ship
04.12.2018,Penang (Malaysia),9234355,XIN LIAN YUN GANG,BPAT,413058000,China,1,no,
04.12.2018,Penang (Malaysia),9234355,XIN LIAN YUN GANG,BPAT,413058000,China,0,no,Low Risk Ship
04.12.2018,"Pasir Gudang, Johor (Malaysia)",9487275,MEZAIRA'A,A8XO4,636014947,Liberia,0,no,Standard Risk Ship
04.12.2018,Lumut (Malaysia),9198379,TAN BINH 236,3FKC9,357484000,Panama,3,no,High Risk Ship
04.12.2018,Penang (Malaysia),9568158,FENG HAI 10,BYCO,413901000,China,0,no,High Risk Ship
04.12.2018,Port Kelang (Malaysia),9626417,KMTC SHENZHEN,3FZH8,351483000,Panama,1,no,Low Risk Ship
04.12.2018,"Lahad Datu, Sabah (Malaysia)",9393008,OPEC FORTUNE,3EPE8,351009000,Panama,3,no,
04.12.2018,Lumut (Malaysia),9807059,PACIFIC PROSPERITY,VRRJ9,477184100,"Hong Kong, China",0,no,Standard Risk Ship
04.12.2018,"Lahad Datu, Sabah (Malaysia)",9393008,OPEC FORTUNE,3EPE8,351009000,Panama,0,no,Standard Risk Ship
03.12.2018,Penang (Malaysia),9294886,WAN HAI 506,S6AV4,565005000,Singapore,0,no,Low Risk Ship
03.12.2018,"Lahad Datu, Sabah (Malaysia)",9379856,GENIUS STAR VII,3EIQ9,372370000,Panama,2,no,
03.12.2018,"Lahad Datu, Sabah (Malaysia)",9379856,GENIUS STAR VII,3EIQ9,372370000,Panama,0,no,Standard Risk Ship
03.12.2018,"Lahad Datu, Sabah (Malaysia)",9558919,EASY PROSPERITY,VRFJ4,477547500,"Hong Kong, China",0,no,Standard Risk Ship
03.12.2018,"Kuching, Sarawak (Malaysia)",9771652,CAROLINA TRADER,9HA4527,248139000,Malta,0,no,Low Risk Ship
02.12.2018,Kerteh (Malaysia),0,YTC 38,,0,Belize,5,no,
02.12.2018,Kerteh (Malaysia),0,YTC 22,9V3981,0,Singapore,1,no,
02.12.2018,Kerteh (Malaysia),0,YTC III,,0,Belize,3,no,
02.12.2018,"Lahad Datu, Sabah (Malaysia)",9706944,GLOBAL VENUS,3EWP7,370908000,Panama,0,no,Low Risk Ship
02.12.2018,Tanjung Pelepas (Malaysia),9249221,EVER POWER,H9VE,354195000,Panama,0,no,Low Risk Ship
02.12.2018,Tanjung Pelepas (Malaysia),9373101,INAI TERATAI 325,JVBB6,457249000,Mongolia,7,no,
02.12.2018,Kerteh (Malaysia),0,YTC 34,,0,Singapore,4,no,
30.11.2018,Tanjung Pelepas (Malaysia),9244570,INAI TERATAI 161,JVDN6,457286000,Mongolia,10,no,
30.11.2018,Penang (Malaysia),9462990,SIDRA MESSAIED,A8PQ2,636013811,Liberia,1,no,
30.11.2018,Penang (Malaysia),9462990,SIDRA MESSAIED,A8PQ2,636013811,Liberia,0,no,Standard Risk Ship
29.11.2018,Kerteh (Malaysia),0,YTC 63,,0,Singapore,9,no,
29.11.2018,Sarikei (Malaysia),8691817,SOR KHEMTHONG 4,HSB6395,567001494,Thailand,2,no,Standard Risk Ship
29.11.2018,"Tawau, Sabah (Malaysia)",9219953,SUMMER CORAL,H3KY,354836000,Panama,0,no,Low Risk Ship
29.11.2018,Sarikei (Malaysia),9392080,INUYAMA,3FJQ,370423000,Panama,0,no,Low Risk Ship
28.11.2018,"Bintulu, Sarawak (Malaysia)",9609720,WESTERN CARMEN,5BVZ3,210509000,Cyprus,4,no,
28.11.2018,"Bintulu, Sarawak (Malaysia)",9443114,ORIENTAL ACE,3FKR9,356344000,Panama,2,no,
28.11.2018,"Kota Kinabalu, Sabah (Malaysia)",9812432,OCEAN SEAL,9V2948,563058200,Singapore,0,no,Standard Risk Ship
27.11.2018,Muar (Malaysia),8688860,BATAVIA,YB3404,525005395,Indonesia,8,no,
27.11.2018,Muar (Malaysia),0,MUTIARA MAS 3,YB3547,525024301,Indonesia,12,no,
27.11.2018,Muar (Malaysia),8998241,MULIA KENCANA 99,YB3399,525015300,Indonesia,3,no,
27.11.2018,Muar (Malaysia),0,OCEAN INDOMA 3,YB3311,525023090,Indonesia,1,no,High Risk Ship
27.11.2018,"Lahad Datu, Sabah (Malaysia)",9515682,DANSHIP BULKER,9HA2171,248092000,Malta,0,no,Standard Risk Ship
27.11.2018,Tanjung Pelepas (Malaysia),9077886,SEA CORAL,E5U3066,518100121,Cook Islands,5,no,Standard Risk Ship
27.11.2018,Port Kelang (Malaysia),9309344,TLC 01,3WKF,574238000,Vietnam,3,no,Standard Risk Ship
27.11.2018,"Bintulu, Sarawak (Malaysia)",9639907,CHIOS SUNRISE,V7AI8,538007240,Marshall Islands,0,no,High Risk Ship
27.11.2018,Penang (Malaysia),9788629,MOUNT SEYMOUR,VRPT4,477669400,"Hong Kong, China",0,no,Low Risk Ship
27.11.2018,Penang (Malaysia),9294848,WAN HAI 501,S6AS7,563382000,Singapore,0,no,Low Risk Ship
26.11.2018,Tanjung Pelepas (Malaysia),9217981,SEA LATITUDE,E5U3482,518100568,Cook Islands,3,no,Standard Risk Ship
26.11.2018,Port Kelang (Malaysia),9464895,AGIA VALENTINI,5BMT3,212398000,Cyprus,3,no,
26.11.2018,Port Kelang (Malaysia),9464895,AGIA VALENTINI,5BMT3,212398000,Cyprus,2,no,High Risk Ship
26.11.2018,Penang (Malaysia),9317523,FORTUNE SUNNY,VREL9,477136900,"Hong Kong, China",0,no,Low Risk Ship
26.11.2018,Penang (Malaysia),9234343,XIN TIAN JIN,BPAQ,413053000,China,0,no,Low Risk Ship
26.11.2018,Kukup (Malaysia),8695227,OCEAN INDOMA,YB3384,525019134,Indonesia,2,no,
23.11.2018,Port Kelang (Malaysia),9132399,MOROTAI,PNJU,525015667,Indonesia,0,no,High Risk Ship
23.11.2018,Penang (Malaysia),9511105,HOYU,3EYR2,370419000,Panama,0,no,Low Risk Ship
23.11.2018,Penang (Malaysia),9172260,MELATI 6,VRNA6,477133600,"Hong Kong, China",0,no,Low Risk Ship
22.11.2018,Kerteh (Malaysia),0,YTC 38,,0,Belize,10,no,
22.11.2018,Kerteh (Malaysia),0,YTC III,,0,Belize,7,no,
22.11.2018,Port Kelang (Malaysia),9599743,VIET STAR,3WKX9,574002040,Vietnam,4,no,High Risk Ship
22.11.2018,Kerteh (Malaysia),0,YTC 36,,0,Singapore,4,no,
22.11.2018,Penang (Malaysia),9181871,AU VIRGO,JZJB,525024128,Indonesia,2,no,High Risk Ship
22.11.2018,Kerteh (Malaysia),0,YTC 22,9V3981,0,Singapore,2,no,
